Epoch,Dataset,Recall,Precision,TopKAcc
79,Medicago_truncatula,0.9831,0.9947,0.9034
80,Medicago_truncatula,0.9834,0.9950,0.9034
81,Medicago_truncatula,0.9832,0.9961,0.9038
82,Medicago_truncatula,0.9837,0.9946,0.9038
83,Medicago_truncatula,0.9835,0.9948,0.9037
84,Medicago_truncatula,0.9833,0.9960,0.9043
85,Medicago_truncatula,0.9834,0.9962,0.9042
86,Medicago_truncatula,0.9842,0.9952,0.9043
87,Medicago_truncatula,0.9843,0.9947,0.9043
88,Medicago_truncatula,0.9841,0.9956,0.9045
89,Medicago_truncatula,0.9843,0.9949,0.9046
90,Medicago_truncatula,0.9845,0.9955,0.9047
91,Medicago_truncatula,0.9848,0.9952,0.9050
92,Medicago_truncatula,0.9850,0.9949,0.9049
93,Medicago_truncatula,0.9846,0.9952,0.9047
94,Medicago_truncatula,0.9848,0.9948,0.9050
95,Medicago_truncatula,0.9852,0.9947,0.9050
96,Medicago_truncatula,0.9851,0.9949,0.9052
97,Medicago_truncatula,0.9849,0.9952,0.9052
98,Medicago_truncatula,0.9854,0.9951,0.9053
99,Medicago_truncatula,0.9855,0.9954,0.9053
100,Medicago_truncatula,0.9857,0.9946,0.9054
101,Medicago_truncatula,0.9849,0.9961,0.9055
102,Medicago_truncatula,0.9858,0.9954,0.9057
103,Medicago_truncatula,0.9857,0.9959,0.9057
104,Medicago_truncatula,0.9850,0.9958,0.9056
105,Medicago_truncatula,0.9858,0.9958,0.9057
106,Medicago_truncatula,0.9860,0.9957,0.9061
107,Medicago_truncatula,0.9860,0.9957,0.9061
108,Medicago_truncatula,0.9861,0.9956,0.9061
109,Medicago_truncatula,0.9863,0.9952,0.9060
110,Medicago_truncatula,0.9862,0.9955,0.9061
111,Medicago_truncatula,0.9869,0.9955,0.9063
112,Medicago_truncatula,0.9862,0.9960,0.9064
113,Medicago_truncatula,0.9868,0.9955,0.9064
114,Medicago_truncatula,0.9868,0.9952,0.9064
115,Medicago_truncatula,0.9860,0.9961,0.9065
116,Medicago_truncatula,0.9869,0.9955,0.9066
117,Medicago_truncatula,0.9874,0.9945,0.9067
118,Medicago_truncatula,0.9871,0.9951,0.9067
119,Medicago_truncatula,0.9866,0.9962,0.9068
120,Medicago_truncatula,0.9872,0.9955,0.9070
121,Medicago_truncatula,0.9871,0.9958,0.9071
122,Medicago_truncatula,0.9875,0.9957,0.9071
123,Medicago_truncatula,0.9881,0.9951,0.9072
124,Medicago_truncatula,0.9872,0.9960,0.9072
125,Medicago_truncatula,0.9880,0.9945,0.9071
126,Medicago_truncatula,0.9877,0.9959,0.9073
127,Medicago_truncatula,0.9877,0.9957,0.9075
128,Medicago_truncatula,0.9880,0.9955,0.9076
129,Medicago_truncatula,0.9881,0.9954,0.9075
130,Medicago_truncatula,0.9878,0.9960,0.9077
131,Medicago_truncatula,0.9881,0.9952,0.9077
132,Medicago_truncatula,0.9884,0.9953,0.9080
133,Medicago_truncatula,0.9884,0.9952,0.9078
134,Medicago_truncatula,0.9881,0.9957,0.9080
135,Medicago_truncatula,0.9879,0.9954,0.9075
136,Medicago_truncatula,0.9886,0.9955,0.9081
137,Medicago_truncatula,0.9886,0.9958,0.9081
138,Medicago_truncatula,0.9888,0.9950,0.9083
139,Medicago_truncatula,0.9888,0.9960,0.9084
140,Medicago_truncatula,0.9883,0.9959,0.9082
141,Medicago_truncatula,0.9894,0.9941,0.9083
142,Medicago_truncatula,0.9894,0.9954,0.9085
143,Medicago_truncatula,0.9885,0.9963,0.9085
144,Medicago_truncatula,0.9896,0.9950,0.9086
145,Medicago_truncatula,0.9893,0.9949,0.9086
146,Medicago_truncatula,0.9892,0.9959,0.9088
147,Medicago_truncatula,0.9890,0.9962,0.9088
148,Medicago_truncatula,0.9897,0.9953,0.9088
149,Medicago_truncatula,0.9899,0.9947,0.9086
150,Medicago_truncatula,0.9894,0.9956,0.9090
151,Medicago_truncatula,0.9895,0.9957,0.9089
152,Medicago_truncatula,0.9898,0.9956,0.9091
153,Medicago_truncatula,0.9898,0.9954,0.9092
154,Medicago_truncatula,0.9898,0.9955,0.9091
155,Medicago_truncatula,0.9903,0.9954,0.9094
156,Medicago_truncatula,0.9898,0.9961,0.9091
157,Medicago_truncatula,0.9900,0.9960,0.9093
